Timestamp,0.1) Compile with your expertise level for each competence [Automotive],0.1) Compile with your expertise level for each competence [Cybersecurity],0.1) Compile with your expertise level for each competence [Hardware and Software Resilience],0.2) Which is your professional position?,0.3) Years of professional experience,1.1) In which scenario can a rogue Wi-Fi access point be utilized to compromise a vehicle's system?,1.2) What technique involves the modification of the ECU's software to run customized code permanently by bypassing update verification?,1.3) Which attack technique involves adversaries remotely accessing services on Tesla vehicles using predefined ports and hard-coded passwords?,"1.4) In the context of automotive cybersecurity, which of the following describes the 'Local Function' technique?",1.5) Which attack vector could be used by adversaries aiming to modify an ECU firmware?,1.6) What is the role of official aftermarket/dealer equipment in accessing vehicle systems?,1.7) In what scenario can adversaries potentially avoid credential authentication entirely during an attack on a vehicle's ECU?,1.8) What is one potential outcome of the 'Abuse UDS for Affecting Vehicle Function' technique?,1.9) What role can play the modification of the OS partitions in vehicle cyber attacks?,1.10)  How can an adversarial user exploit a vulnerability in the Wi-Fi stack to gain command execution on a Tesla Model 3?,1.11) The operating system kernel vulnerability (CVE-2013-6282) allows adversaries to remotely access the vehicle's network without any privilege escalation.,"1.12) A diagnostic function misuse allows the injection of CAN bus messages, which can result in unintended vehicle operations such as locking or unlocking the vehicle","1.13) SSH can be used for lateral movement from a compromised CID to the IC ECU, representing a technique of remote services exploitation",1.14) Discovering unsecured login credentials for an SSH service on a Tesla's CID indicates the use of relay communications,"1.15) In a scenario where adversaries bypass a mandatory access control mechanism like AppArmor, they exploit a vulnerability in the vehicle's operating system to disable access control","1.16) When exploiting a browser for initial access, adversaries typically gain access by exploiting services designed to accept remote connections like SSH and VNC",1.17) An attacker can typically achieve persistence on a vehicle ECU by exploiting short range wireless communication protocols like Bluetooth and Wi-Fi,1.18) Bluetooth vulnerabilities are tipically used to perform system information discovery in a vehicle's internal compute systems,1.19) Researchers found that acquiring seeds/keys via brute force is not feasible on any ECUs on a vehicle's CAN,1.20) Exploiting insecurely stored credentials can allow attackers to gain access without needing to bypass code-signing mechanisms,"1.21) Using electromagnetic fault injection, adversaries can manipulate communication networks to spoof GPS coordinates without requiring direct physical access to the vehicle","1.22) By placing a network interface into promiscuous mode, adversaries can passively access data in transit over the vehicle network, potentially capturing configuration details such as IP addresses, hostnames, and VLAN IDs",1.23) An adversary exploits a Bluetooth connection vulnerability to gain remote code execution in a vehicle by targeting its short-range wireless communication capabilities,"1.24) An adversary gaining physical access to a vehicle's OBD-II port can directly access all ECUs connected to both low and high-speed CANs, allowing them to modify firmware and install other malicious software","1.25) By utilizing third-party OBD-II accessories, adversaries can gain initial access to a vehicle's network, potentially allowing them to exfiltrate data using paired devices",Do you have any feedback on the quiz? Thanks.,Column 31,1.1) In which scenario can a rogue Wi-Fi access point be utilized to compromise a vehicle's system?,1.2) What technique involves the modification of the ECU's software to run customized code permanently by bypassing update verification?,1.3) Which attack technique involves adversaries remotely accessing services on Tesla vehicles using predefined ports and hard-coded passwords?,"1.4) In the context of automotive cybersecurity, which of the following describes the 'Local Function' technique?",1.5) Which attack vector could be used by adversaries aiming to modify an ECU firmware?,1.6) What is the role of official aftermarket/dealer equipment in accessing vehicle systems?,1.7) In what scenario can adversaries potentially avoid credential authentication entirely during an attack on a vehicle's ECU?,1.8) What is one potential outcome of the 'Abuse UDS for Affecting Vehicle Function' technique?,1.9) What role can play the modification of the OS partitions in vehicle cyber attacks?,1.10)  How can an adversarial user exploit a vulnerability in the Wi-Fi stack to gain command execution on a Tesla Model 3?,1.11) The operating system kernel vulnerability (CVE-2013-6282) allows adversaries to remotely access the vehicle's network without any privilege escalation.,"1.12) A diagnostic function misuse allows the injection of CAN bus messages, which can result in unintended vehicle operations such as locking or unlocking the vehicle","1.13) SSH can be used for lateral movement from a compromised CID to the IC ECU, representing a technique of remote services exploitation",1.14) Discovering unsecured login credentials for an SSH service on a Tesla's CID indicates the use of relay communications,"1.15) In a scenario where adversaries bypass a mandatory access control mechanism like AppArmor, they exploit a vulnerability in the vehicle's operating system to disable access control","1.16) When exploiting a browser for initial access, adversaries typically gain access by exploiting services designed to accept remote connections like SSH and VNC",1.17) An attacker can typically achieve persistence on a vehicle ECU by exploiting short range wireless communication protocols like Bluetooth and Wi-Fi,1.18) Bluetooth vulnerabilities are tipically used to perform system information discovery in a vehicle's internal compute systems,1.19) Researchers found that acquiring seeds/keys via brute force is not feasible on any ECUs on a vehicle's CAN,1.20) Exploiting insecurely stored credentials can allow attackers to gain access without needing to bypass code-signing mechanisms,"1.21) Using electromagnetic fault injection, adversaries can manipulate communication networks to spoof GPS coordinates without requiring direct physical access to the vehicle","1.22) By placing a network interface into promiscuous mode, adversaries can passively access data in transit over the vehicle network, potentially capturing configuration details such as IP addresses, hostnames, and VLAN IDs",1.23) An adversary exploits a Bluetooth connection vulnerability to gain remote code execution in a vehicle by targeting its short-range wireless communication capabilities,"1.24) An adversary gaining physical access to a vehicle's OBD-II port can directly access all ECUs connected to both low and high-speed CANs, allowing them to modify firmware and install other malicious software","1.25) By utilizing third-party OBD-II accessories, adversaries can gain initial access to a vehicle's network, potentially allowing them to exfiltrate data using paired devices"
6/16/2025 15:36:50,Low,Very High,Very High,Senior Industry Espert,>6 but <15,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Remote Services via telnet connection,It allows adversaries to control door lock and unlock functions of a vehicle after accessing the ECU,Universal Diagnostic Services,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the challenge-response algorithm result is not utilized,Spoofing the fuel gauge to an arbitrary state,It allows for persistent code execution after device resets,By sending a corrupt dataframe to spray memory exploiting the Wi-Fi chip,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 17:19:42,Medium,High,High,Junior Industry Expert,>3 but <6,To send an unintended vehicle network message,"Modify OS Kernel, Boot Partition, or System Partition",Exploit OS Vulnerability for privilege escalation,It involves executing arbitrary commands on a remote system using script interpreters,Executing a brute force attack on vehicle key fob signals,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the ECU firmware has never been updated,Bypassing Authentication by generating keys,It helps in bypassing UDS security access,By sending a corrupt dataframe to spray memory exploiting the Wi-Fi chip,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2025 9:46:22,Low,Medium,Low,PhD Student,<3,To intercept login requests and retrieve credentials from a mobile app,Bypass Mandatory Access Control,Remote Services via telnet connection,It refers to sending unauthorized messages over a vehicle's CAN system,Universal Diagnostic Services,Initiates command and control by reprogramming the vehicle's ECUs,When network sniffing captures all communication data,Bypassing Authentication by generating keys,It helps in bypassing UDS security access,By sending a corrupt dataframe to spray memory exploiting the Wi-Fi chip,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2025 10:21:42,High,Very High,Low,Associate Professor,>15,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Exploit OS Vulnerability for privilege escalation,It refers to sending unauthorized messages over a vehicle's CAN system,Executing a brute force attack on vehicle key fob signals,Replaces ECUs with modified versions to gain complete access,When network sniffing captures all communication data,Spoofing the fuel gauge to an arbitrary state,It allows for persistent code execution after device resets,By using a specialized hardware fault injection module on the Wi-Fi interface,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2025 10:48:59,Low,Very High,Medium,Assistant Professor,>6 but <15,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Remote Services via telnet connection,It refers to sending unauthorized messages over a vehicle's CAN system,Universal Diagnostic Services,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the challenge-response algorithm result is not utilized,Extracting firmware from ECUs,It helps in bypassing UDS security access,By exploiting a kernel vulnerability to bypass AppArmor,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2025 10:51:50,Medium,Very High,Medium,Associate Professor,>15,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Remote Services via telnet connection,It involves executing arbitrary commands on a remote system using script interpreters,Universal Diagnostic Services,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the challenge-response algorithm result is not utilized,Spoofing the fuel gauge to an arbitrary state,It allows for persistent code execution after device resets,By exploiting a kernel vulnerability to bypass AppArmor,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2025 11:02:06,Low,High,Medium,Post Doc,>6 but <15,To intercept login requests and retrieve credentials from a mobile app,Bypass Mandatory Access Control,Exploit OS Vulnerability for privilege escalation,It involves executing arbitrary commands on a remote system using script interpreters,Universal Diagnostic Services,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the challenge-response algorithm result is not utilized,Spoofing the fuel gauge to an arbitrary state,It helps in bypassing UDS security access,By modifying firmware on a removable media,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025 10:18:02,Medium,Medium,Medium,PhD Student,<3,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Remote Services via telnet connection,It involves exploiting network configurations for information discovery purposes,Universal Diagnostic Services,Sends unauthorized diagnostic CAN messages to execute diagnostic functions,When the challenge-response algorithm result is not utilized,Visualize a message on the infotainment system display,It allows for persistent code execution after device resets,By sending a corrupt dataframe to spray memory exploiting the Wi-Fi chip,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Add the ""I don't know"" option for statistical relevance in the True/False questions",,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025 12:01:17,High,High,Medium,Assistant Professor,>6 but <15,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Remote Services via telnet connection,It allows adversaries to control door lock and unlock functions of a vehicle after accessing the ECU,Universal Diagnostic Services,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the challenge-response algorithm result is not utilized,Spoofing the fuel gauge to an arbitrary state,It allows for persistent code execution after device resets,By sending a corrupt dataframe to spray memory exploiting the Wi-Fi chip,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2025 7:02:29,Low,Low,Low,Full professor,>15,To intercept login requests and retrieve credentials from a mobile app,"Modify OS Kernel, Boot Partition, or System Partition",Exploit OS Vulnerability for privilege escalation,It involves exploiting network configurations for information discovery purposes,Performing a vehicle-to-vehicle communication attack,Acts as an initial access point into the vehicle using paired devices with valid credentials,When the challenge-response algorithm result is not utilized,Extracting firmware from ECUs,It allows for persistent code execution after device resets,By exploiting a kernel vulnerability to bypass AppArmor,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
